gender_equality,environment,pdgg,trade,bio_diversity,climate_mitigation,climate_adaptation,desertification,rmnch,drr,disability,nutrition,reporting_org_ref
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1126727
True,False,False,False,False,False,False,False,False,False,False,False,US-EIN-22-2852248
False,False,False,False,False,False,False,False,False,False,False,False,KE-RCO-105217
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0441988715
True,True,True,False,False,True,True,False,False,False,False,False,BR-CNPJ-26990192000114
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0410661673
False,False,False,False,False,False,False,False,False,False,False,False,KE-KRA-P052007235U
True,False,True,False,False,False,False,False,False,False,False,False,GB-COH-2153193
False,False,False,False,False,False,False,False,False,False,False,False,ET-MOT-0638
False,False,False,False,False,False,False,False,False,False,False,False,HK-CR-2288921
True,False,True,True,False,True,True,False,False,False,False,False,GH-DSW-5574
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-91-1148123
True,False,True,False,False,False,False,False,False,False,False,False,DK-CVR-44623528
False,False,True,False,False,False,False,False,False,False,False,False,MZ-NUIT-700179850
False,False,False,False,False,False,False,False,False,False,False,False,ZA-CIT-9415005603
False,False,False,False,False,False,False,False,False,False,False,False,DK-CVR-25191501
False,False,False,False,False,False,False,False,False,False,False,False,KE-NCB-OP21805193101154
True,False,True,False,False,False,False,False,False,False,False,False,bj-IFU-4201710182326
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0410644946
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-41199142
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0415499795
False,False,False,False,False,False,False,False,False,False,False,False,NP-CRO-601371123
False,False,False,False,False,False,False,False,False,False,False,False,KE-NCB-218/051/15179/10159
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1151219
True,False,True,False,False,False,False,False,False,False,False,False,CH-FDJP-CHE-105181636
True,True,True,True,True,True,True,True,True,False,False,False,NL-KVK-27327087
True,True,True,True,False,True,True,False,False,False,False,False,NL-KVK-41150939
False,False,False,False,False,False,False,False,False,False,True,False,US-EIN-237297651
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-EBRD
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-209603
False,False,False,False,False,False,False,False,False,False,False,False,FR-RCS-31899089200065
True,True,True,True,True,True,True,True,True,True,True,True,XI-GRID-grid.473464.6
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-5914-1107
False,False,False,False,False,False,False,False,False,False,False,False,ID-KHH-AHU-0000401.AH.01.07
False,False,False,False,False,False,False,False,False,False,False,False,GB-SC-SCO45223
True,False,False,False,False,False,True,False,False,False,False,False,NL-KVK-32102434
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-02517018
False,False,False,False,False,False,False,False,False,False,False,False,ET-CSA-0784
False,False,False,False,False,False,False,False,False,False,False,False,NP-SWC-17775
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-05543952
True,False,True,False,True,False,True,True,False,False,False,False,NL-KVK-9099028
True,True,True,False,False,True,True,False,False,False,False,False,BJ-IFU-6201500233008
False,False,True,False,False,False,False,False,False,False,False,False,GH-DSW-4004
False,False,False,False,False,False,False,False,False,False,False,False,JO-MSD-2009011100178
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0474912493
True,False,False,False,False,False,False,False,False,False,False,False,MY-SSM-1162174-T
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-07026479
True,True,True,True,True,True,True,True,True,True,True,True,NL-KVK-41217595
False,False,False,False,False,False,False,False,False,False,False,False,BR-CNPJ-14.563.354/0001-50
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0479866027
False,False,False,False,False,False,False,False,False,False,False,False,XI-GRID-grid.10347.31
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-30258482
True,False,True,False,False,False,True,False,False,False,False,False,NL-KVK-56185154
True,True,True,True,True,True,True,True,False,False,False,False,NL-KVK-06702132
False,False,False,False,False,False,False,False,False,False,False,False,ID-KHH-ID-KHH-6014052331100057
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-382846307
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-RC000541
False,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-34234456
False,False,False,False,False,False,False,False,False,False,False,False,GE-RS-406061513
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-1869600
False,False,False,False,False,False,False,False,False,False,False,False,GB-SC-015096
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-45-2779314
False,False,True,True,False,False,False,False,False,False,False,False,UG-RSB-197310
False,False,False,False,False,False,False,False,False,False,False,False,GB-GOR-GB-GOR-OT1175
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-NP-IRD-302113730
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-328434
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-8159144
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0474198059
False,True,False,False,False,False,False,False,False,False,False,False,KE-RCO-CPR-2010-28036
True,False,False,False,False,False,False,False,False,False,False,False,US-EIN-45-5015494
True,False,True,False,False,False,False,False,False,False,False,False,GB-CHC-1098106
True,True,True,True,True,True,True,True,True,True,True,True,GB-GOV-7
True,True,True,True,True,True,True,True,True,True,True,True,US-EIN-52-2145827
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1047653
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0418399305
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-52-1764268
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1017255
False,False,False,False,False,False,False,False,True,False,False,False,NL-KVK-41209946
False,False,False,False,False,False,False,False,False,False,False,False,GB-GOV-14
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1145119
False,False,False,False,False,True,False,False,False,False,False,False,GB-CHC-1154413
True,True,True,True,True,True,True,True,False,True,True,True,CA-3
False,False,False,False,False,False,False,False,False,False,False,False,KE-NCB-2180511703310709
True,False,False,False,False,False,False,False,True,False,False,False,XM-DAC-21032
True,True,True,True,True,True,True,True,True,True,True,True,NL-KVK-80547745
True,True,False,True,True,True,True,True,False,False,False,False,BE-BCE_KBO-0408022778
True,True,True,True,False,True,True,True,True,False,False,False,PH-SEC-CN200324943
True,False,False,False,False,False,False,False,False,False,True,False,NL-KVK-41039028
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-N00005212609
False,False,False,False,False,False,False,False,False,False,False,False,XI-GRID-grid.8193.3
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-65306198
False,False,False,False,False,False,False,False,False,False,False,False,MW-CNM-C076-1999
False,False,False,False,False,False,False,False,False,False,False,False,Not disclosed
False,False,False,False,False,False,False,False,False,False,False,False,PK-VSWA-511-2007
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-VSWA-511-2007
False,False,False,False,False,False,False,False,False,False,False,False,CO-RUE-900.683.942-8
False,False,True,False,False,False,False,False,False,False,False,False,ZA-NPO-006-981
False,False,False,False,False,False,False,False,False,False,False,False,AU-ABN-097054165
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-82-3941326
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-IATI-BBDN
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-34185938
False,False,False,False,False,False,False,False,True,False,False,False,BW-CIPA-CO20151011
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0478060441
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-81-2339233
False,False,True,False,False,False,False,False,False,False,False,False,CH-FDJP-CHE109994012
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-RC000053
False,False,False,False,False,True,False,False,False,False,False,False,US-EIN-74-2244146
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-46025
False,False,False,False,False,False,False,False,False,False,False,False,KE-KRA-P051161193S
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-52-0595110
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0416867297
True,False,True,False,False,False,False,False,False,False,False,False,ZA-NPO-213-268
False,False,False,False,False,False,False,False,False,False,False,False,BR-CNPJ-62579164-0001-72
False,False,False,False,False,False,False,False,False,False,False,False,DK-CVR-36980214
False,False,False,False,False,False,False,False,False,False,False,False,PE-SUNARP-12623829
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-30114598
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-41140
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-RC000664
False,False,True,False,False,False,False,False,False,False,False,False,GB-UKPRN-10007164
True,True,True,False,False,False,False,False,False,False,False,False,LB-MOI-497
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-27310568
False,False,False,False,False,False,False,False,False,False,False,False,AT-ZVR-315688676
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-701-2
False,False,False,False,False,False,False,False,False,False,False,False,ID-KHH-01060014412
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-46012
False,False,False,False,False,False,False,False,False,False,False,False,GB-SC-044007
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1122330
False,False,False,False,False,False,False,False,False,False,False,False,MW-MRA-20125995
False,False,False,False,False,False,False,False,False,False,False,False,CA-CRA_ACR-118846575
False,False,False,False,False,False,False,False,False,False,False,False,MW-RG-2977
False,True,False,False,False,False,False,False,False,False,False,False,GB-CHC-1076822
False,False,False,False,False,False,False,False,False,False,False,False,GB-SC-SC037959
True,True,True,False,False,False,False,False,False,False,False,False,NL-KVK-34214586
False,False,False,False,False,False,False,False,False,False,False,False,AE-DMCC-23550
True,False,True,False,False,False,False,False,True,False,False,False,GB-CHC-1071659
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1106156
False,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-40530156
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-07177839
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-41130
True,True,True,True,True,True,True,True,True,False,False,False,XM-DAC-69-2
True,True,True,True,True,True,True,True,True,False,False,False,XM-DAC-69-4
True,True,True,True,True,True,True,True,True,False,False,False,XM-DAC-69-1
True,True,True,True,True,True,True,True,True,False,False,False,XM-DAC-69-3
True,True,True,True,True,True,True,True,True,False,False,False,XM-DAC-69-5
True,True,True,True,True,True,True,True,True,False,False,False,XM-DAC-69-18
True,True,True,True,True,True,True,True,True,False,False,False,XM-DAC-69-0
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-901057447-2
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0461076236
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-291333
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-06581421
True,False,True,False,False,False,False,False,False,True,False,False,NL-KVK-52957535
False,False,False,False,False,False,False,False,False,False,False,False,KE-KRA-P051502549C
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0424198222
True,False,False,False,False,False,True,False,False,False,False,False,NL-KVK-09119363
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1086159
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1142516
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1001349
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-CHE442839246
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1096479
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1115482
False,False,False,False,False,False,False,False,False,False,False,False,XI-GRID-grid.7836.a
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-41121
False,False,True,False,False,False,False,False,False,False,False,False,RW-RGB-114-RGB-RGO-2013
False,False,False,False,False,False,False,False,False,False,False,False,GB-UKPRN-10007774
False,False,True,False,False,False,False,False,False,False,False,False,CH-FDJP-CHE296622304
True,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-56821743
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0415627875
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-46021
False,False,False,False,False,False,False,False,False,False,False,False,KE-KRA-P051098561L
False,False,True,False,False,False,False,False,False,False,False,False,GB-CHC-1043843
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1122924
False,False,False,False,False,False,False,False,False,False,False,False,XI-GRID-grid.52681.38
False,False,False,False,False,False,False,False,False,False,False,False,BD-MEGPRB-SHIM-SHA-14-13-BE-BI-5-97-142
False,False,False,False,False,False,False,False,False,False,False,False,XI-GRID-XI-GRID-grid.52681.38
True,True,True,True,True,True,True,True,True,False,False,False,NL-KVK-41177588
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-11116719
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-10959095
False,False,False,False,False,False,False,False,False,False,False,False,ET-CSA-1063
True,True,False,False,False,False,False,False,False,False,False,False,BE-BCE_KBO-0462279234
True,False,False,False,False,False,False,False,False,False,False,False,SS-RRC-465
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-61-1725201
True,False,True,False,False,False,False,False,True,False,False,False,US-EIN-943287156
False,False,True,True,False,False,False,False,False,False,False,False,UG-NGB-5914-129
False,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-72849770
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-13-4052259
True,True,True,True,True,True,True,True,True,False,False,True,NL-KVK-41198677
True,False,False,False,False,False,False,False,False,False,False,False,ZA-NPO-060766
False,False,False,False,False,False,False,False,False,False,False,False,ZA-ROC-1999/05072/08
False,False,False,False,False,False,False,False,True,False,False,False,GB-COH-08212556
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-64680029
True,False,False,False,False,False,False,False,True,False,False,False,KE-NCB-218/051/96110/823
True,False,False,False,False,False,False,False,False,False,False,False,US-EIN-52-1238773
False,False,False,False,False,False,False,False,False,False,False,False,IN-MHA-083780010
False,True,False,False,False,False,False,False,False,False,False,False,FI-PRO-3087706-5
False,False,False,False,False,False,False,False,False,False,False,False,NP-CRO-NP-CRO-1158-065-066
True,False,True,False,False,False,False,False,True,False,False,False,KE-RCO-201036685
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1117377
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-27367015
False,False,False,False,False,False,False,False,False,False,False,False,CA-CRA_ACR-101182509
True,False,False,False,False,False,False,False,False,False,False,False,SS-RRC-405
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-13-3960591
False,False,True,False,False,False,False,False,False,False,False,False,CA_AB-ABT-203435797
False,False,False,False,False,False,False,False,False,False,False,False,XI-IATI-MX-RFC-ICM160118IZ1
True,False,False,True,False,False,False,False,False,False,False,False,NL-KVK-41160229
True,True,True,True,False,True,True,True,True,True,False,True,DK-CVR-29439915
True,True,True,True,True,True,True,True,True,False,False,False,XI-IATI-OCHASDC
True,True,True,True,True,True,True,True,True,False,False,False,NL-KVK-41215393
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-02742969
True,True,True,False,True,True,True,False,False,True,False,False,NI-MIGOB-3602
False,False,False,False,False,False,False,False,False,False,False,False,BD-NAB-0004
False,False,True,False,False,False,False,False,False,False,False,False,GB-CHC-1148404
False,False,False,False,False,False,False,False,False,False,False,False,PE-SUNARP-03024345
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-813612809
True,False,False,False,False,False,False,False,False,False,False,False,PS-MOI-QR-209-HR
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1098752
True,True,False,True,True,True,True,False,True,False,False,False,US-EIN-58-2368165
True,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-27251823
False,False,False,False,False,False,False,False,False,False,False,False,BE-BCE_KBO-0420656336
False,False,False,False,False,False,False,False,False,False,False,False,GB-SC-SC032327
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-NI011322
True,False,True,False,False,False,False,False,True,False,False,True,NL-KVK-34219433
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1126550
True,False,False,False,False,False,False,False,False,False,False,False,JO-MSD-19700011100010
True,False,False,False,False,False,False,False,False,False,False,False,PH-SEC-FN200806591
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-802353
False,False,False,False,False,False,False,False,False,False,False,False,DK-CVR-18243717
True,True,True,False,False,True,True,False,False,False,False,False,CI-MOI-474-MIS-DGAT-DAG-SDVA
False,False,False,False,False,False,False,False,False,False,False,False,MW-MRA-20120896
False,True,True,False,False,False,False,False,False,True,False,False,GB-COH-03259922
False,False,True,False,False,False,False,False,False,False,False,False,GB-COH-07157505
False,False,False,False,False,False,False,False,False,False,False,False,IT-CF-00677540288
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-34370207
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-223106
True,False,False,False,False,False,False,False,False,False,False,False,US-EIN-521291786
True,True,True,False,False,True,True,False,True,False,False,False,UG-NGO-3580
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-70292361
False,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-53744993
False,False,False,False,False,False,False,False,False,False,False,False,FR-RCS-402886816
False,False,False,False,False,False,False,False,False,False,False,False,DK-CVR-13078513
False,False,False,False,False,False,False,False,False,False,False,False,PK-NTN-6110190392611
False,False,False,False,False,False,False,False,False,False,False,False,DK-CVR-20700211
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-10516061
True,False,False,False,False,False,False,False,False,False,True,False,ET-MFA-150317
False,False,False,False,False,False,False,False,False,False,False,False,GB-EDU-133784
False,False,False,True,False,False,False,False,False,False,False,False,KE-RCO-C110031
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-05712574
False,False,False,False,False,False,False,False,False,False,False,False,ZA-CIP-2007-0308903-08
False,False,True,False,False,False,False,False,False,False,False,False,ZA-NPO-029-864
True,False,False,False,False,False,False,False,True,False,False,False,GH-DSW-4711
True,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-34106722
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1081247
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-02622374
True,False,True,False,False,False,False,False,True,False,False,False,UG-RSB-73316
False,False,False,False,False,False,False,False,False,False,False,False,KE-RCO-CF2015185025
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-131-804-349
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1148143
True,False,False,False,False,False,False,False,True,False,False,False,47122
False,True,False,False,False,False,False,False,False,True,False,False,GB-COH-RC000749
True,False,True,False,False,False,False,False,True,False,False,False,NL-KVK-41149486
False,False,True,False,False,False,False,False,False,False,False,False,GB-CHC-1076722
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-03846881
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-871954
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-23-7069110
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0445412518
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-21016
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-13-4128413
True,False,False,False,False,False,False,False,False,False,False,False,GH-DSW-3064
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-299717
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-00637978
False,False,False,False,False,False,False,False,False,False,False,False,AF-MOE-22
False,False,False,False,False,False,True,False,False,False,False,False,US-EIN-13-2626135
False,False,False,False,False,False,False,False,False,False,False,False,MZ-MOJ-100094525
False,False,False,False,False,False,False,False,False,False,False,False,GB-UKPRN-10007790
True,False,False,False,False,False,False,False,False,False,False,False,PS-MOI-QR177HR
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1108718
True,False,False,False,False,False,False,False,False,True,False,True,NL-KVK-41197577
False,False,False,False,False,False,False,False,False,False,False,False,KE-KRA-P052141361L
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-23-2220051
True,True,False,False,False,False,False,False,False,False,False,False,SE-ON-802401-6134
True,False,True,True,True,False,True,False,True,False,False,False,NL-KVK-27108436
True,True,True,False,False,True,True,False,False,False,False,False,US-EIN-521257057
True,False,False,False,False,False,False,False,True,False,False,False,UG-NGB-1826
False,False,False,False,False,True,False,False,False,False,False,False,CN-SAIC-9111010506489375XP
False,False,False,False,False,False,False,False,False,False,False,False,IT-CF-95008730160
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1158206
True,True,False,False,False,False,False,False,False,False,False,False,BE-BCE_KBO-0419872616
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1101217
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-58279199
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-53815211
False,False,False,False,False,True,True,False,False,False,False,False,NL-KVK-64460789
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0418766123
True,False,True,False,False,False,False,False,False,False,False,False,CH-FDJP-CHE107828868
False,False,False,False,False,False,False,False,False,False,True,False,GB-COH-03147724
False,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-41151952
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0423616717
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1107403
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1027201
False,False,False,True,False,False,False,False,False,False,False,False,GB-COH-3578127
True,False,False,False,False,False,False,False,True,False,False,False,NL-KVK-32108345
False,False,False,False,False,False,False,False,False,False,False,False,CH-FDJP-CHE100871337
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1071886
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0430826290
False,False,False,False,False,False,False,False,False,False,False,False,XI-BRIDGE-1812689272
False,False,False,False,False,False,False,False,False,False,False,False,XI-GRID-grid.442459.a
True,False,False,True,False,False,False,False,False,False,False,False,PS-TIN-562780742
False,False,False,False,False,False,False,False,False,False,False,False,LR-MPEA-NGO-AC-0298
False,False,False,False,False,False,False,False,False,False,False,False,KE-KRA-P051311853T
True,False,False,False,False,False,False,False,False,False,False,False,PS-MOI-RA279C
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0409451054
True,True,True,True,True,True,True,True,True,True,True,True,GB-GOV-15
False,False,False,False,False,False,False,False,False,False,False,False,GB-UKPRN-10007801
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1146162
True,True,True,False,False,True,True,False,False,False,False,False,KE-NCB-OP2180511619410357
False,False,False,False,False,False,False,False,False,False,False,False,YE-MSAL-288-2013
True,False,False,False,False,False,False,False,True,False,False,False,NL-KVK-33185213
False,False,False,False,False,False,False,False,False,False,False,False,ET-CSA-0976
True,False,False,False,False,False,False,False,False,False,False,False,LK-DRC-GA139
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-27186453
False,False,False,True,False,False,False,False,False,False,False,False,US-EIN-52-1826242
False,False,False,False,False,False,False,False,False,False,False,False,CA-CRA_ACR-817387277
True,True,True,True,True,True,True,True,True,True,True,True,XI-IATI-ET-CSA-1327
True,True,True,False,False,False,True,False,True,False,False,False,NL-KVK-41150298
True,True,True,False,False,True,True,False,False,False,False,False,PA-PRP-5789
False,False,True,True,False,False,False,False,False,False,False,True,BI-NIF-4000742330
False,False,False,False,False,False,False,False,False,False,False,False,TN-TIN-102123727
True,False,True,False,False,False,False,False,True,False,False,False,US-EIN-31-1812979
False,False,False,False,False,False,False,False,False,False,False,False,KE-NCB-218051200501953650
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-47-3511012
True,False,True,False,False,False,True,False,True,False,False,False,UG-NGB-5914-252
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-RC000679
False,False,False,False,False,False,False,False,False,False,False,False,GB-REV-GB647205541
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-07669775
True,True,True,True,True,True,True,True,True,False,False,False,BE-BCE_KBO-0418282311
False,False,False,False,False,False,False,False,False,False,False,False,GH-DSW-4834
False,True,False,False,False,False,False,False,False,False,False,False,GB-CHC-1089110
True,False,False,False,False,False,False,False,True,False,False,True,BD-NAB-0210
True,True,True,False,True,True,True,False,False,True,False,False,NL-KVK-41202535
False,True,False,False,False,False,False,False,False,False,False,False,RW-RRA-103197639
False,False,False,False,False,False,False,False,False,False,False,True,XM-DAC-47021
False,False,True,False,False,False,False,False,False,False,False,False,GB-CHC-328158
False,False,False,False,False,False,False,False,False,False,False,False,NL-KVK-62066064
False,False,False,False,False,False,False,False,False,False,False,False,ZW-ROD-MA988-87
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-47015
False,False,False,False,False,False,False,False,False,False,False,False,PK-SEC-0105957
True,False,True,False,False,False,False,False,False,False,False,False,NL-KVK-41214768
False,False,False,False,False,True,False,False,False,False,False,False,GB-LAE-LND
False,False,False,True,False,False,False,False,False,False,False,False,NL-KVK-61172863
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-83-3580499
False,False,False,False,False,False,False,False,True,False,False,False,US-EIN-56-1071085
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1157009
False,False,False,False,False,False,False,False,False,False,False,False,XI-GRID-grid.9783.5
False,False,False,False,False,False,False,False,True,False,False,False,GB-COH-08828458
False,False,False,False,False,False,False,False,False,False,False,False,ZW-ROD-MA0000405/2015
False,False,False,False,False,False,False,False,False,False,False,False,ZW-ROD-00004052015
False,False,True,True,False,True,True,True,False,False,False,False,US-EIN-63-0676451
False,False,False,False,False,False,True,False,False,False,False,False,NL-KVK-27267681
False,False,False,False,False,False,False,False,True,False,False,False,BJ-IFU-6201001214905
False,False,True,False,False,False,False,False,False,False,False,False,TN-RNE-1027578P
True,True,True,True,True,False,False,True,True,False,False,False,BE-BCE_KBO-0419189557
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1138287
False,False,False,False,False,False,False,False,True,False,False,False,US-EIN-13-2890727
False,False,False,False,False,False,False,False,False,False,True,False,GB-CHC-1079358
True,True,False,False,False,False,False,False,True,False,False,False,FR-INSEE-389515180
False,False,False,False,False,False,False,False,False,False,False,False,MZ-NUIT-700061787
False,False,False,False,False,False,False,False,False,False,False,False,BE-BCE_KBO-0264814354
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1105277
False,False,False,False,False,True,False,False,False,False,False,False,US-EIN-13-3377893
False,False,False,False,False,False,False,False,False,False,False,False,XM-DAC-43000
False,False,False,False,False,False,False,False,False,False,False,False,DE-CR-BonnVR8726
False,False,False,False,False,False,False,False,False,False,False,False,XI-PID-860007386
False,False,False,True,False,False,False,False,False,False,False,False,US-EIN-061805406
False,False,False,False,False,False,False,False,False,False,False,False,MW-NBM-NGO/L/18/024
False,False,False,False,False,False,False,False,False,False,False,False,GB-GOV-2
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-13-3615533
False,False,False,False,False,False,False,False,False,False,False,False,GB-CHC-1150214
False,False,True,False,False,False,False,False,False,False,False,False,MZ-NUIT-700089584
True,True,False,False,False,False,False,True,False,False,False,False,NL-KVK-20093733
False,False,False,False,False,False,False,False,False,False,False,False,GB-COH-05322719
False,False,False,False,False,False,False,False,False,False,False,False,GB-NIC-073343
False,False,False,False,False,False,False,False,False,False,False,False,GH-DSW-258
False,False,False,False,False,False,False,False,False,False,False,False,US-EIN-47-2326975
False,False,True,True,False,False,False,False,False,False,False,False,NL-KVK-41197411
False,False,False,False,False,False,False,False,False,False,False,False,XM-OCHA-HPC3664
False,False,False,False,False,False,False,False,False,False,False,False,BD-NAB-0203
False,False,False,False,False,False,False,False,False,False,False,False,BD-NAB-051
